"Atta ur Rehman Khan - Mobile Cloud Computing, Cybersecurity, IoT	"
"Wil van der Aalst – business process management, process mining, Petri nets	"
"Scott Aaronson – quantum computing and complexity theory	"
"Rediet Abebe – algorithms, artificial intelligence	"
"Hal Abelson – intersection of computing and teaching	"
"Serge Abiteboul – database theory	"
"Samson Abramsky – game semantics	"
"Leonard Adleman – RSA, DNA computing	"
"Manindra Agrawal – polynomial-time primality testing	"
"Luis von Ahn – human-based computation	"
"Alfred Aho – compilers book, the 'a' in AWK	"
"Frances E. Allen – compiler optimization	"
"Gene Amdahl – supercomputer developer, Amdahl Corporation founder	"
"David P. Anderson – volunteer computing	"
"Lisa Anthony – natural user interfaces	"
"Andrew Appel – compiler of text books	"
"Cecilia R. Aragon – invented treap, human-centered data science	"
"Bruce Arden – programming language compilers (GAT, Michigan Algorithm Decoder (MAD)), virtual memory architecture, Michigan Terminal System (MTS)	"
"Angie Jones - software engineer and automation architect. Holds 26 patented inventions in the United States of America and Japan	"
"Sanjeev Arora – PCP theorem	"
"Winifred ""Tim"" Alice Asprey – established the computer science curriculum at Vassar College	"
"John Vincent Atanasoff – computer pioneer, creator of Atanasoff Berry Computer (ABC)	"
"Shakuntala Atre – database theory	"
"Charles Babbage (1791–1871) – invented first mechanical computer called the supreme mathematician	"
"Charles Bachman – American computer scientist, known for Integrated Data Store	"
"Roland Carl Backhouse – mathematics of computer program construction, algorithmic problem solving, ALGOL	"
"John Backus – FORTRAN, Backus–Naur form, first complete compiler	"
"David F. Bacon – programming languages, garbage collection	"
"David Bader	"
"Victor Bahl	"
"Anthony James Barr – SAS System	"
"Jean Bartik (1924–2011) – one of the first computer programmers, on ENIAC (1946), one of the first Vacuum tube computers, back when ""programming"" involved using cables, dials, and switches to physically rewire the machine; worked with John Mauchly toward BINAC (1949), EDVAC (1949), UNIVAC (1951) to develop early ""stored program"" computers	"
"Andrew Barto	"
"Friedrich L. Bauer – Stack (data structure), Sequential Formula Translation, ALGOL, software engineering, Bauer–Fike theorem	"
"Rudolf Bayer – B-tree	"
"Gordon Bell (born 1934) – computer designer DEC VAX, author: Computer Structures	"
"Steven M. Bellovin – network security	"
"Cecilia Berdichevsky (1925–2010) pioneering Argentinian computer scientist	"
"Tim Berners-Lee – World Wide Web	"
"Daniel J. Bernstein – qmail, software as protected speech	"
"Peter Bernus	"
"Abhay Bhushan	"
"Dines Bjrner – Vienna Development Method (VDM), RAISE	"
"Gerrit Blaauw – one of the principal designers of the IBM System 360 line of computers	"
"Sue Black	"
"David Blei	"
"Dorothy Blum – National Security Agency	"
"Lenore Blum – complexity	"
"Manuel Blum – cryptography	"
"Barry Boehm – software engineering economics, spiral development	"
"Corrado Bohm – author of the structured program theorem	"
"Kurt Bollacker	"
"Jeff Bonwick – invented slab allocation and ZFS	"
"Grady Booch – Unified Modeling Language, Object Management Group	"
"George Boole – Boolean logic	"
"Andrew Booth – developed the first rotating drum storage device	"
"Kathleen Booth – developed the first assembly language	"
"Anita Borg (1949–2003) – American computer scientist, founder of Anita Borg Institute for Women and Technology	"
"Bert Bos – Cascading Style Sheets	"
"Mikhail Botvinnik – World Chess Champion, computer scientist and electrical engineer, pioneered early expert system AI and computer chess	"
"Jonathan Bowen – Z notation, formal methods	"
"Stephen R. Bourne – Bourne shell, portable ALGOL 68C compiler	"
"Harry Bouwman (born 1953) – Dutch Information systems researcher, and Professor at the ?bo Akademi University	"
"Robert S. Boyer – string searching, ACL2 theorem prover	"
"Karlheinz Brandenburg – Main mp3 contributor	"
"Gilles Brassard - BB84 protocol and quantum cryptography pioneer	"
"Lawrence M. Breed – implementation of Iverson Notation (APL), co-developed APL\360, Scientific Time Sharing Corporation cofounder	"
"Jack E. Bresenham – early computer-graphics contributions, including Bresenham's algorithm	"
"Sergey Brin – co-founder of Google	"
"David J. Brown – unified memory architecture, binary compatibility	"
"Per Brinch Hansen (surname ""Brinch Hansen"") – RC 4000 multiprogramming system, operating system kernels, microkernels, monitors, concurrent programming, Concurrent Pascal, distributed computing & processes, parallel computing	"
"Sjaak Brinkkemper – methodology of product software development	"
"Fred Brooks – System 360, OS/360, The Mythical Man-Month, No Silver Bullet	"
"Rod Brooks	"
"Margaret Burnett – visual programming languages, end-user software engineering, and gender-inclusive software	"
"Michael Butler – Event-B	"
"Pino Caballero Gil – cryptography	"
"Tracy Camp – wireless computing	"
"Martin Campbell-Kelly – history of computing	"
"Rosemary Candlin	"
"Rod Canion - cofounder of Compaq Computer Corporation	"
"Bryan Cantrill – invented DTrace	"
"Luca Cardelli –	"
"John Carmack – codeveloped Doom	"
"Michael Caspersen - programming methodology, education in OO programming, leadership in developing informatics education	"
"Edwin Catmull – computer graphics	"
"Vint Cerf – Internet, TCP/IP	"
"Gregory Chaitin	"
"Robert Cailliau – Belgian computer scientist	"
"Zhou Chaochen – duration calculus	"
"Peter Chen – entity-relationship model, data modeling, conceptual model	"
"Leonardo Chiariglione – founder of MPEG	"
"Tracy Chou – computer scientist and activist	"
"Alonzo Church – mathematics of combinators, lambda calculus	"
"Alberto Ciaramella – speech recognition, patent informatics	"
"Edmund M. Clarke – model checking	"
"John Cocke – RISC	"
"Edgar F. Codd (1923–2003) – formulated the database relational model	"
"Jacques Cohen – computer science professor	"
"Ian Coldwater – computer security	"
"Simon Colton – computational creativity	"
"Alain Colmerauer – Prolog	"
"Douglas Comer – Xinu	"
"Paul Justin Compton – Ripple Down Rules	"
"Richard W. Conway – CORC, CUPL, and PL/C languages and dialects; programming textbooks	"
"Gordon Cormack – co-invented dynamic Markov compression	"
"Stephen Cook – NP-completeness	"
"James Cooley – Fast Fourier transform (FFT)	"
"Danese Cooper – open-source software	"
"Fernando J. Corbat? – Compatible Time-Sharing System (CTSS), Multics	"
"Kit Cosper – open-source software	"
"Patrick Cousot – abstract interpretation	"
"Ingemar Cox – digital watermarking	"
"Seymour Cray – Cray Research, supercomputer	"
"Nello Cristianini – machine learning, pattern analysis, artificial intelligence	"
"Jon Crowcroft – networking	"
"W. Bruce Croft	"
"Glen Culler – interactive computing, computer graphics, high performance computing	"
"Haskell Curry	"
"Luigi Dadda – designer of the Dadda multiplier	"
"Ole-Johan Dahl – Simula, object-oriented programming	"
"Ryan Dahl – founder of node.js project	"
"Andries van Dam – computer graphics, hypertext	"
"Samir Das – Wireless Networks, Mobile Computing, Vehicular ad hoc network, Sensor Networks, Mesh networking, Wireless ad hoc network	"
"Neil Daswani – computer security, co-founder and co-director of Stanford Advanced Computer Security Program, co-founder of Dasient (acquired by Twitter), former chief information security of LifeLock and Symantec's Consumer Business Unit	"
"Christopher J. Date – proponent of database relational model	"
"Terry A. Davis – creator of TempleOS	"
"Jeff Dean – Bigtable, MapReduce, Spanner of Google	"
"Erik Demaine – computational origami	"
"Tom DeMarco	"
"Richard DeMillo – computer security, software engineering, educational technology	"
"Dorothy E. Denning – computer security	"
"Peter J. Denning – identified the use of an operating system's working set and balance set, President of ACM	"
"Michael Dertouzos – Director of Massachusetts Institute of Technology (MIT) Laboratory for Computer Science (LCS) from 1974 to 2001	"
"Alexander Dewdney	"
"Robert Dewar – IFIP WG 2.1 member, ALGOL 68, chairperson; AdaCore cofounder, president, CEO	"
"Vinod Dham – P5 Pentium processor	"
"Jan Dietz (born 1945) (decay constant) – information systems theory and Design & Engineering Methodology for Organizations	"
"Whitfield Diffie (born 1944) (linear response function) – public key cryptography, Diffie–Hellman key exchange	"
"Edsger W. Dijkstra – algorithms, Dijkstra's algorithm, Go To Statement Considered Harmful, semaphore (programming), IFIP WG 2.1 member	"
"Matthew Dillon – DragonFly BSD with LWKT, vkernel OS-level virtualisation, file systems: HAMMER1, HAMMER2	"
"Alan Dix – wrote important university level textbook on human–computer interaction	"
"Jack Dongarra – linear algebra high performance computing (HCI)	"
"Marco Dorigo – ant colony optimization	"
"Paul Dourish – human computer interaction	"
"Charles Stark Draper (1901–1987) – designer of Apollo Guidance Computer, ""father of inertial navigation"", MIT professor	"
"Susan Dumais – information retrieval	"
"Adam Dunkels – Contiki, lwIP, uIP, protothreads	"
"Jon Michael Dunn – founding dean of Indiana University School of Informatics, information based logics especially relevance logic	"
"Schahram Dustdar – Distributed Systems, TU Wien, Austria	"
"Peter Eades – graph drawing	"
"Annie Easley	"
"Wim Ebbinkhuijsen – COBOL	"
"John Presper Eckert – ENIAC	"
"Alan Edelman – Edelman's Law, stochastic operator, Interactive Supercomputing, Julia (programming language) cocreator, high performance computing, numerical computing	"
"Brendan Eich – JavaScript, Mozilla	"
"Philip Emeagwali – supercomputing	"
"E. Allen Emerson – model checking	"
"Douglas Engelbart – tiled windows, hypertext, computer mouse	"
"Barbara Engelhardt – latent variable models, genomics, quantitative trait locus (QTL)	"
"David Eppstein	"
"Andrey Ershov – languages ALPHA, Rapira; first Soviet time-sharing system AIST-0, electronic publishing system RUBIN, multiprocessing workstation MRAMOR, IFIP WG 2.1 member, Aesthetics and the Human Factor in Programming	"
"Don Estridge (1937–1985) – led development of original IBM Personal Computer (PC); known as ""father of the IBM PC""	"
"Oren Etzioni – MetaCrawler, Netbot	"
"Christopher Riche Evans	"
"David C. Evans – computer graphics	"
"Shimon Even	"
"Scott Fahlman	"
"Edward Feigenbaum – intelligence	"
"Edward Felten – computer security	"
"Tim Finin	"
"Raphael Finkel	"
"Donald Firesmith	"
"Gary William Flake	"
"Tommy Flowers – Colossus computer	"
"Robert Floyd – NP-completeness	"
"Sally Floyd – Internet congestion control	"
"Lawrence J. Fogel – evolutionary programming	"
"James D. Foley	"
"Ken Forbus	"
"L. R. Ford, Jr.	"
"Lance Fortnow	"
"Mahmoud Samir Fayed – PWCT, Ring	"
"Martin Fowler	"
"Robert France	"
"Herbert W. Franke	"
"Edward Fredkin	"
"Yoav Freund	"
"Daniel P. Friedman	"
"Charlotte Froese Fischer – computational theoretical physics	"
"Ping Fu	"
"Xiaoming Fu	"
"Kunihiko Fukushima – neocognitron, artificial neural networks, convolutional neural network architecture, unsupervised learning, deep learning	"
"D. R. Fulkerson	"
"Richard P. Gabriel – Maclisp, Common Lisp, Worse is Better, League for Programming Freedom, Lucid Inc., XEmacs	"
"Zvi Galil	"
"Bernard Galler – MAD (programming language)	"
"Hector Garcia-Molina	"
"Michael Garey – NP-completeness	"
"Hugo de Garis	"
"Bill Gates – cofounder of Microsoft	"
"David Gelernter	"
"Lisa Gelobter – was the Chief Digital Service Officer for the U.S. Department of Education, founder of teQuitable	"
"Charles Geschke	"
"Zoubin Ghahramani	"
"Sanjay Ghemawat	"
"Jeremy Gibbons – generic programming, functional programming, formal methods, computational biology, bioinformatics	"
"Juan E. Gilbert – human-centered computing	"
"Lee Giles – CiteSeer	"
"Seymour Ginsburg – formal languages, automata theory, AFL theory, database theory	"
"Robert L. Glass	"
"Kurt G?del – computability; not a computer scientist per se, but his work was invaluable in the field	"
"Ashok Goel	"
"Joseph Goguen	"
"E. Mark Gold – Language identification in the limit	"
"Adele Goldberg – Smalltalk	"
"Andrew V. Goldberg – algorithms, algorithm engineering	"
"Ian Goldberg – cryptographer, off-the-record messaging	"
"Judy Goldsmith - computational complexity theory, decision theory, and computer ethics	"
"Oded Goldreich – cryptography, computational complexity theory	"
"Shafi Goldwasser – cryptography, computational complexity theory	"
"Gene Golub – Matrix computation	"
"Martin Charles Golumbic – algorithmic graph theory	"
"Gast?n Gonnet – cofounder of Waterloo Maple Inc.	"
"Ian Goodfellow – machine learning	"
"James Gosling – Network extensible Window System (NeWS), Java	"
"Paul Graham – Viaweb, On Lisp, Arc	"
"Robert M. Graham – programming language compilers (GAT, Michigan Algorithm Decoder (MAD)), virtual memory architecture, Multics	"
"Susan L. Graham – compilers, programming environments	"
"Jim Gray – database	"
"Sheila Greibach – Greibach normal form, Abstract family of languages (AFL) theory	"
"David Gries – The Science of Programming, Interference freedom, Member Emeritus, IFIP WG 2.3 on Programming Methodology	"
"Ralph Griswold – SNOBOL	"
"Bill Gropp – Message Passing Interface, Portable, Extensible Toolkit for Scientific Computation (PETSc)	"
"Tom Gruber – ontology engineering	"
"Shelia Guberman – handwriting recognition	"
"Ramanathan V. Guha – Resource Description Framework (RDF), Netscape, RSS, Epinions	"
"Neil J. Gunther – computer performance analysis, capacity planning	"
"J?rg Gutknecht – with Niklaus Wirth: Lilith computer; Modula-2, Oberon, Zonnon programming languages; Oberon operating system	"
"Michael Guy – Phoenix, work on number theory, computer algebra, higher dimension polyhedra theory; with John Horton Conway	"
"Robert Griesemer – Go language	"
"Nico Habermann – work on operating systems, software engineering, inter-process communication, process synchronization, deadlock avoidance, software verification, programming languages: ALGOL 60, BLISS, Pascal, Ada	"
"Philipp Matth?us Hahn – mechanical calculator	"
"Eldon C. Hall – Apollo Guidance Computer	"
"Wendy Hall	"
"Joseph Halpern	"
"Margaret Hamilton – ultra-reliable software design, Apollo program space missions	"
"Richard Hamming – Hamming code, founder of the Association for Computing Machinery	"
"Jiawei Han – data mining	"
"Frank Harary – graph theory	"
"Brian Harris – machine translation research, Canada's first computer-assisted translation course, natural translation theory, community interpreting (Critical Link)	"
"Juris Hartmanis – computational complexity theory	"
"Johan H?stad – computational complexity theory	"
"Les Hatton – software failure and vulnerabilities	"
"Igor Hawryszkiewycz, (born 1948) – American computer scientist and organizational theorist	"
"He Jifeng – provably correct systems	"
"Eric Hehner – predicative programming, formal methods, quote notation, ALGOL	"
"Martin Hellman – encryption	"
"Gernot Heiser – operating system teaching, research, commercialising, Open Kernel Labs, OKL4, Wombat	"
"James Hendler – Semantic Web	"
"John L. Hennessy – computer architecture	"
"Andrew Herbert	"
"Carl Hewitt	"
"Kelsey Hightower – open source, cloud computing	"
"Danny Hillis – Connection Machine	"
"Geoffrey Hinton	"
"Julia Hirschberg	"
"Tin Kam Ho – artificial intelligence, machine learning	"
"C. A. R. Hoare – logic, rigor, communicating sequential processes (CSP)	"
"Louis Hodes (1934–2008) – Lisp, pattern recognition, logic programming, cancer research	"
"Betty Holberton – ENIAC programmer, developed the first Sort Merge Generator	"
"John Henry Holland – genetic algorithms	"
"Herman Hollerith (1860–1929) – invented recording of data on a machine readable medium, using punched cards	"
"Gerard Holzmann – software verification, logic model checking (SPIN)	"
"John Hopcroft – compilers	"
"Admiral Grace Hopper (1906–1992) – developed early compilers: FLOW-Matic, COBOL; worked on UNIVAC; gave speeches on computer history, where she gave out nano-seconds	"
"Eric Horvitz – artificial intelligence	"
"Alston Householder	"
"Paul Hudak (1952–2015) – Haskell language design, textbooks on it and computer music	"
"David A. Huffman (1925–1999) – Huffman coding, used in data compression	"
"John Hughes – structuring computations with arrows; QuickCheck randomized program testing framework; Haskell language design	"
"Roger Hui – co-created J language	"
"Watts Humphrey (1927–2010) – Personal Software Process (PSP), Software quality, Team Software Process (TSP)	"
"Sandra Hutchins (b. 1946) - speech recognition	"
"Steve Hoberman - Data modeler	"
"Jean Ichbiah – Ada	"
"Roberto Ierusalimschy – Lua (programming language)	"
"Dan Ingalls – Smalltalk, BitBlt, Lively Kernel	"
"Mary Jane Irwin	"
"Kenneth E. Iverson – APL, J	"
"Ivar Jacobson – Unified Modeling Language, Object Management Group	"
"Anil K. Jain (born 1948)	"
"Ramesh Jain	"
"Jonathan James	"
"David S. Johnson	"
"Stephen C. Johnson	"
"Cliff Jones – Vienna Development Method (VDM)	"
"Michael I. Jordan	"
"Mathai Joseph	"
"Aravind K. Joshi	"
"Bill Joy (born 1954) – Sun Microsystems, BSD UNIX, vi, csh	"
"Dan Jurafsky – natural language processing	"
"William Kahan – numerical analysis	"
"Robert E. Kahn – TCP/IP	"
"Avinash Kak – digital image processing	"
"Poul-Henning Kamp – invented GBDE, FreeBSD Jails, Varnish cache	"
"David Karger	"
"Richard Karp – NP-completeness	"
"Narendra Karmarkar – Karmarkar's algorithm	"
"Marek Karpinski – NP optimization problems	"
"Ted Kaehler – Smalltalk, Squeak, HyperCard	"
"Alan Kay – Dynabook, Smalltalk, overlapping windows	"
"Neeraj Kayal – AKS primality test	"
"Manolis Kellis – computational biology	"
"John George Kemeny – the language BASIC	"
"Ken Kennedy – compiling for parallel and vector machines	"
"Brian Kernighan (born 1942) – Unix, the 'k' in AWK	"
"Carl Kesselman – grid computing	"
"Gregor Kiczales – CLOS, reflection, aspect-oriented programming	"
"Peter T. Kirstein – Internet	"
"Stephen Cole Kleene – Kleene closure, recursion theory	"
"Dan Klein – Natural language processing, Machine translation	"
"Leonard Kleinrock – ARPANET, queueing theory, packet switching, hierarchical routing	"
"Donald Knuth – The Art of Computer Programming, MIX/MMIX, TeX, literate programming	"
"Andrew Koenig – C++	"
"Daphne Koller – Artificial intelligence, bayesian network	"
"Michael K?lling – BlueJ	"
"Andrey Nikolaevich Kolmogorov – algorithmic complexity theory	"
"Janet L. Kolodner – case-based reasoning	"
"David Korn – KornShell	"
"Kees Koster – ALGOL 68	"
"Robert Kowalski – logic programming	"
"John Koza – genetic programming	"
"John Krogstie – SEQUAL framework	"
"Joseph Kruskal – Kruskal's algorithm	"
"Maarja Kruusmaa – underwater roboticist	"
"Thomas E. Kurtz (born 1928) – BASIC programming language; Dartmouth College computer professor	"
"Richard E. Ladner	"
"Monica S. Lam	"
"Leslie Lamport – algorithms for distributed computing, LaTeX	"
"Butler Lampson – SDS 940, founding member Xerox PARC, Xerox Alto, Turing Award	"
"Peter Landin – ISWIM, J operator, SECD machine, off-side rule, syntactic sugar, ALGOL, IFIP WG 2.1 member, advanced lambda calculus to model programming languages (aided functional programming), denotational semantics	"
"Tom Lane – Independent JPEG Group, PostgreSQL, Portable Network Graphics (PNG)	"
"B?rje Langefors	"
"Chris Lattner – creator of Swift (programming language) and LLVM compiler infrastructure	"
"Steve Lawrence	"
"Edward D. Lazowska	"
"Joshua Lederberg	"
"Manny M Lehman	"
"Charles E. Leiserson – cache-oblivious algorithms, provably good work-stealing, coauthor of Introduction to Algorithms	"
"Douglas Lenat – artificial intelligence, Cyc	"
"Yann LeCun	"
"Rasmus Lerdorf – PHP	"
"Max Levchin – Gausebeck–Levchin test and PayPal	"
"Leonid Levin – computational complexity theory	"
"Kevin Leyton-Brown – artificial intelligence	"
"J.C.R. Licklider	"
"David Liddle	"
"Jochen Liedtke – microkernel operating systems Eumel, L3, L4	"
"John Lions – Lions' Commentary on UNIX 6th Edition, with Source Code (Lions Book)	"
"Charles H. Lindsey – IFIP WG 2.1 member, Revised Report on ALGOL 68	"
"Richard J. Lipton – computational complexity theory	"
"Barbara Liskov – programming languages	"
"Yanhong Annie Liu – programming languages, algorithms, program design, program optimization, software systems, optimizing, analysis, and transformations, intelligent systems, distributed computing, computer security, IFIP WG 2.1 member	"
"Darrell Long – computer data storage, computer security	"
"Patricia D. Lopez – broadening participation in computing	"
"Gillian Lovegrove	"
"Ada Lovelace – first programmer	"
"David Luckham – Lisp, Automated theorem proving, Stanford Pascal Verifier, Complex event processing, Rational Software cofounder (Ada compiler)	"
"Eugene Luks	"
"Nancy Lynch	"
"Nadia Magnenat Thalmann – computer graphics, virtual actor	"
"Tom Maibaum	"
"Simon Marlow – Haskell developer, book author; co-developer: Glasgow Haskell Compiler, Haxl remote data access library	"
"Zohar Manna – fuzzy logic	"
"James Martin – information engineering	"
"Robert C. Martin (Uncle Bob) – software craftsmanship	"
"John Mashey	"
"Yuri Matiyasevich – solving Hilbert's tenth problem	"
"Yukihiro Matsumoto – Ruby (programming language)	"
"John Mauchly (1907–1980) – designed ENIAC, first general-purpose electronic digital computer, as well as EDVAC, BINAC and UNIVAC I, the first commercial computer; worked with Jean Bartik on ENIAC and Grace Murray Hopper on UNIVAC	"
"Ujjwal Maulik (1965–) Multi-objective Clustering and Bioinformatics	"
"Derek McAuley – ubiquitous computing, computer architecture, networking	"
"John McCarthy – Lisp (programming language), ALGOL, IFIP WG 2.1 member, artificial intelligence	"
"Andrew McCallum	"
"Douglas McIlroy – macros, pipes, Unix philosophy	"
"Chris McKinstry – artificial intelligence, Mindpixel	"
"Marshall Kirk McKusick – BSD, Berkeley Fast File System	"
"Lambert Meertens – ALGOL 68, IFIP WG 2.1 member, ABC (programming language)	"
"Kurt Mehlhorn – algorithms, data structures, LEDA	"
"Dora Metcalf – entrepreneur, engineer and mathematician	"
"Bertrand Meyer – Eiffel (programming language)	"
"Silvio Micali – cryptography	"
"Robin Milner – ML (programming language)	"
"Jack Minker – database logic	"
"Marvin Minsky – artificial intelligence, perceptrons, Society of Mind	"
"James G. Mitchell – WATFOR compiler, Mesa (programming language), Spring (operating system), ARM architecture	"
"Tom M. Mitchell	"
"Arvind Mithal – formal verification of large digital systems, developing dynamic dataflow architectures, parallel computing programming languages (Id, pH), compiling on parallel machines	"
"Paul Mockapetris – Domain Name System (DNS)	"
"Cleve Moler – numerical analysis, MATLAB	"
"Faron Moller – concurrency theory	"
"John P. Moon – inventor, Apple Inc.	"
"Charles H. Moore – Forth language	"
"Edward F. Moore – Moore machine	"
"Gordon Moore – Moore's law	"
"J Strother Moore – string searching, ACL2 theorem prover	"
"Roger Moore – co-developed APL\360, created IPSANET, co-founded I. P. Sharp Associates	"
"Hans Moravec – robotics	"
"Carroll Morgan – formal methods	"
"Robert Tappan Morris – Morris worm	"
"Joel Moses – Macsyma	"
"Rajeev Motwani – randomized algorithm	"
"Oleg A. Mukhanov – quantum computing developer, co-founder and CTO of SeeQC	"
"Stephen Muggleton – Inductive Logic Programming	"
"Klaus-Robert M?ller – machine learning, artificial intelligence	"
"Alan Mycroft – programming languages	"
"Brad A. Myers – human-computer interaction	"
"Mihai Nadin – anticipation research	"
"Makoto Nagao – machine translation, natural language processing, digital library	"
"Frieder Nake – pioneered computer arts	"
"Bonnie Nardi – human–computer interaction	"
"Peter Naur (1928–2016) – Backus–Naur form (BNF), ALGOL 60, IFIP WG 2.1 member	"
"Roger Needham – computer security	"
"James G. Nell – Generalised Enterprise Reference Architecture and Methodology (GERAM)	"
"Greg Nelson (1953–2015) – satisfiability modulo theories, extended static checking, program verification, Modula-3 committee, Simplify theorem prover in ESC/Java	"
"Bernard de Neumann – massively parallel autonomous cellular processor, software engineering research	"
"Klara Dan von Neumann (1911–1963) – early computers, ENIAC programmer and control designer	"
"John von Neumann (1903–1957) – early computers, von Neumann machine, set theory, functional analysis, mathematics pioneer, linear programming, quantum mechanics	"
"Allen Newell – artificial intelligence, Computer Structures	"
"Max Newman – Colossus computer, MADM	"
"Andrew Ng – artificial intelligence, machine learning, robotics	"
"Nils John Nilsson (1933–2019) – artificial intelligence	"
"G.M. Nijssen – Nijssen's Information Analysis Methodology (NIAM) object–role modeling	"
"Tobias Nipkow – proof assistance	"
"Maurice Nivat – theoretical computer science, Theoretical Computer Science journal, ALGOL, IFIP WG 2.1 member	"
"Phiwa Nkambule – Fintech, artificial intelligence, machine learning, robotics	"
"Jerre Noe – computerized banking	"
"Peter Nordin – artificial intelligence, genetic programming, evolutionary robotics	"
"Donald Norman – user interfaces, usability	"
"Peter Norvig – artificial intelligence, Director of Research at Google	"
"George Novacky – University of Pittsburgh: assistant department chair, senior lecturer in computer science, assistant dean of CAS for undergraduate studies	"
"Kristen Nygaard – Simula, object-oriented programming	"
"Martin Odersky – Scala programming language	"
"Peter O'Hearn – separation logic, bunched logic, Infer Static Analyzer	"
"T. William Olle – Ferranti Mercury	"
"Steve Omohundro	"
"Severo Ornstein	"
"John O'Sullivan – Wi-Fi	"
"John Ousterhout – Tcl programming language	"
"Mark Overmars – video game programming	"
"Susan Owicki – interference freedom	"
"Larry Page – co-founder of Google	"
"Sankar Pal	"
"Paritosh Pandya	"
"Christos Papadimitriou	"
"David Park (1935–1990) – first Lisp implementation, expert in fairness, program schemas, bisimulation in concurrent computing	"
"David Parnas – information hiding, modular programming	"
"DJ Patil – former Chief Data Scientist of United States	"
"Yale Patt – Instruction-level parallelism, speculative architectures	"
"David Patterson – reduced instruction set computer (RISC), RISC-V, redundant arrays of inexpensive disks (RAID), Berkeley Network of Workstations (NOW)	"
"Mike Paterson – algorithms, analysis of algorithms (complexity)	"
"Mihai P?tra?cu – data structures	"
"Lawrence Paulson – ML	"
"Randy Pausch (1960–2008) – human–computer interaction, Carnegie professor, ""Last Lecture""	"
"Juan Pav?n – software agents	"
"Judea Pearl – artificial intelligence, search algorithms	"
